datetime,pos_eci_x,pos_eci_y,pos_eci_z,latitude,longitude
6:15:00 AM,12327073.25,3333800.154,44065.18491,0.32399954,32.20272721
6:16:00 AM,12272969.04,3513331.328,321922.3082,1.574520961,32.79403823
6:17:00 AM,12210408.3,3690441.685,599557.6151,2.824692115,33.38635337
6:18:00 AM,12139434.14,3865009.191,876779.8044,4.074233573,33.98047323
6:19:00 AM,12060095.45,4036913.562,1153397.86,5.322863786,34.5772037
6:20:00 AM,11972446.91,4206036.35,1429221.181,6.570298136,35.17735829
6:21:00 AM,11876548.91,4372261.022,1704059.716,7.816247958,35.78176055
6:22:00 AM,11772467.53,4535473.044,1977724.091,9.060419543,36.39124645
6:23:00 AM,11660274.48,4695559.956,2250025.74,10.3025131,37.00666689
6:24:00 AM,11540047.06,4852411.453,2520777.038,11.54222171,37.62889014
6:25:00 AM,11411868.13,5005919.458,2789791.427,12.77923017,38.25880446
6:26:00 AM,11275825.99,5155978.199,3056883.545,14.01321386,38.89732068
6:27:00 AM,11132014.39,5302484.279,3321869.358,15.24383752,39.54537487
6:28:00 AM,10980532.42,5445336.751,3584566.279,16.47075394,40.20393107
6:29:00 AM,10821484.46,5584437.183,3844793.3,17.6936026,40.87398415
6:30:00 AM,10654980.09,5719689.73,4102371.116,18.91200823,41.55656259
6:31:00 AM,10481134.04,5851001.198,4357122.246,20.12557927,42.25273148
6:32:00 AM,10300066.1,5978281.11,4608871.157,21.33390622,42.96359545
6:33:00 AM,10111901.03,6101441.763,4857444.385,22.5365599,43.69030168
6:34:00 AM,9916768.488,6220398.296,5102670.652,23.73308962,44.43404298
6:35:00 AM,9714802.924,6335068.744,5344380.99,24.92302114,45.19606079
6:36:00 AM,9506143.499,6445374.094,5582408.851,26.10585457,45.97764823
6:37:00 AM,9290933.987,6551238.341,5816590.224,27.28106211,46.78015298
6:38:00 AM,9069322.677,6652588.542,6046763.751,28.44808563,47.60498016
6:39:00 AM,8841462.267,6749354.862,6272770.833,29.6063341,48.45359495
6:40:00 AM,8607509.761,6841470.626,6494455.743,30.7551808,49.32752497
6:41:00 AM,8367626.36,6928872.362,6711665.731,31.89396051,50.22836228
6:42:00 AM,8121977.354,7011499.848,6924251.132,33.02196633,51.15776498
6:43:00 AM,7870732.004,7089296.15,7132065.467,34.13844651,52.11745808
6:44:00 AM,7614063.426,7162207.663,7334965.544,35.24260105,53.10923367
6:45:00 AM,7352148.477,7230184.149,7532811.556,36.33357811,54.13495006
6:46:00 AM,7085167.623,7293178.77,7725467.182,37.41047038,55.19652965
6:47:00 AM,6813304.826,7351148.119,7912799.674,38.47231134,56.29595534
6:48:00 AM,6536747.409,7404052.254,8094679.952,39.51807143,57.43526506
6:49:00 AM,6255685.93,7451854.722,8270982.696,40.54665426,58.61654406
6:50:00 AM,5970314.05,7494522.585,8441586.425,41.55689292,59.8419146
6:51:00 AM,5680828.403,7532026.443,8606373.587,42.54754644,61.11352251
6:52:00 AM,5387428.453,7564340.456,8765230.638,43.51729657,62.43352012
6:53:00 AM,5090316.365,7591442.356,8918048.119,44.46474498,63.8040451
6:54:00 AM,4789696.86,7613313.471,9064720.734,45.38841112,65.22719459
6:55:00 AM,4485777.076,7629938.73,9205147.419,46.28673089,66.70499414
6:56:00 AM,4178766.425,7641306.677,9339231.415,47.1580564,68.23936094
6:57:00 AM,3868876.448,7647409.481,9466880.334,48.00065704,69.83206112
6:58:00 AM,3556320.672,7648242.934,9588006.221,48.81272228,71.48466073
6:59:00 AM,3241314.458,7643806.465,9702525.615,49.59236643,73.19847068
7:00:00 AM,2924074.859,7634103.128,9810359.609,50.33763569,74.97448584
7:01:00 AM,2604820.463,7619139.611,9911433.9,51.04651798,76.81331932
7:02:00 AM,2283771.249,7598926.223,10005678.84,51.71695563,78.71513319
7:03:00 AM,1961148.432,7573476.893,10093029.5,52.34686144,80.67956761
7:04:00 AM,1637174.311,7542809.156,10173425.69,52.93413805,82.70567115
7:05:00 AM,1312072.116,7506944.143,10246812.01,53.47670084,84.79183552
7:06:00 AM,986065.8538,7465906.567,10313137.9,53.97250404,86.93573864
7:07:00 AM,659380.1561,7419724.703,10372357.65,54.41956991,89.13430047
7:08:00 AM,332240.121,7368430.373,10424430.46,54.81602017,91.38365614
7:09:00 AM,4871.160076,7312058.921,10469320.45,55.1601091,93.67915063
7:10:00 AM,-322501.1573,7250649.189,10506996.69,55.450257,96.0153589
7:11:00 AM,-649651.2593,7184243.49,10537433.21,55.68508287,98.38613386
7:12:00 AM,-976353.7275,7112887.58,10560609.06,55.86343484,100.7846834
7:13:00 AM,-1302383.452,7036630.626,10576508.25,55.98441694,103.2036755
7:14:00 AM,-1627515.785,6955525.173,10585119.84,56.04741072,105.6353678
7:15:00 AM,-1951526.7,6869627.104,10586437.88,56.05209072,108.0717582
7:16:00 AM,-2274192.94,6778995.606,10580461.48,55.99843266,110.5047471
7:17:00 AM,-2595292.177,6683693.129,10567194.74,55.88671407,112.9263053
7:18:00 AM,-2914603.161,6583785.339,10546646.81,55.71750728,115.3286384
7:19:00 AM,-3231905.875,6479341.076,10518831.86,55.49166509,117.7043393
7:20:00 AM,-3546981.686,6370432.306,10483769.03,55.2103,120.0465216
7:21:00 AM,-3859613.495,6257134.071,10441482.5,54.87475825,122.3489287
7:22:00 AM,-4169585.887,6139524.439,10392001.4,54.48658985,124.6060159
7:23:00 AM,-4476685.279,6017684.446,10335359.83,54.04751615,126.8130026
7:24:00 AM,-4780700.068,5891698.045,10271596.81,53.55939641,128.9658971
7:25:00 AM,-5081420.778,5761652.045,10200756.28,53.0241946,131.0614947
7:26:00 AM,-5378640.199,5627636.053,10122887.04,52.44394762,133.0973544
7:27:00 AM,-5672153.538,5489742.41,10038042.76,51.82073569,135.0717571
7:28:00 AM,-5961758.552,5348066.131,9946281.9,51.15665578,136.9836501
7:29:00 AM,-6247255.693,5202704.835,9847667.678,50.4537981,138.8325835
7:30:00 AM,-6528448.243,5053758.683,9742268.048,49.71422621,140.6186404
7:31:00 AM,-6805142.449,4901330.303,9630155.633,48.93996046,142.3423663
7:32:00 AM,-7077147.659,4745524.724,9511407.683,48.13296471,144.0046994
7:33:00 AM,-7344276.451,4586449.302,9386106.019,47.29513612,145.6069042
7:34:00 AM,-7606344.764,4424213.646,9254336.98,46.42829766,147.1505097
7:35:00 AM,-7863172.023,4258929.543,9116191.358,45.53419296,148.6372534
7:36:00 AM,-8114581.264,4090710.879,8971764.342,44.61448331,150.0690313
7:37:00 AM,-8360399.257,3919673.563,8821155.447,43.67074625,151.4478543
7:38:00 AM,-8600456.624,3745935.446,8664468.448,42.70447567,152.7758101
7:39:00 AM,-8834587.957,3569616.241,8501811.308,41.71708294,154.0550319
7:40:00 AM,-9062631.93,3390837.437,8333296.105,40.70989899,155.2876712
7:41:00 AM,-9284431.414,3209722.221,8159038.95,39.68417698,156.475876
7:42:00 AM,-9499833.579,3026395.386,7979159.915,38.64109545,157.6217735
7:43:00 AM,-9708690.005,2840983.253,7793782.941,37.58176185,158.7274556
7:44:00 AM,-9910856.784,2653613.576,7603035.762,36.50721621,159.7949683
7:45:00 AM,-10106194.61,2464415.462,7407049.809,35.4184349,160.8263038
7:46:00 AM,-10294568.9,2273519.273,7205960.122,34.31633447,161.8233946
7:47:00 AM,-10475849.85,2081056.545,6999905.262,33.20177539,162.7881094
7:48:00 AM,-10649912.54,1887159.892,6789027.207,32.07556574,163.7222509
7:49:00 AM,-10816637.05,1691962.915,6573471.259,30.93846478,164.6275549
7:50:00 AM,-10975908.5,1495600.113,6353385.946,29.79118637,165.5056903
7:51:00 AM,-11127617.13,1298206.787,6128922.914,28.63440222,166.3582596
7:52:00 AM,-11271658.43,1099918.949,5900236.826,27.46874499,167.1868006
7:53:00 AM,-11407933.13,900873.2251,5667485.255,26.29481126,167.9927884
7:54:00 AM,-11536347.34,701206.7663,5430828.577,25.11316426,168.7776375
7:55:00 AM,-11656812.59,501057.1499,5190429.856,23.9243365,169.5427046
7:56:00 AM,-11769245.85,300562.2866,4946454.736,22.72883216,170.2892914
7:57:00 AM,-11873569.67,99860.32472,4699071.324,21.52712946,171.0186475
7:58:00 AM,-11969712.15,-100910.4447,4448450.078,20.31968273,171.7319732
7:59:00 AM,-12057607.06,-301611.683,4194763.685,19.10692447,172.4304229
8:00:00 AM,-12137193.83,-502105.0997,3938186.943,17.88926722,173.1151077
8:01:00 AM,-12208417.62,-702252.5473,3678896.644,16.66710528,173.7870989
8:02:00 AM,-12271229.36,-901916.1168,3417071.449,15.44081646,174.4474307
8:03:00 AM,-12325585.77,-1100958.233,3152891.765,14.21076352,175.0971031
8:04:00 AM,-12371449.39,-1299241.747,2886539.621,12.97729571,175.7370849
8:05:00 AM,-12408788.62,-1496630.036,2618198.543,11.74075014,176.3683166
8:06:00 AM,-12437577.73,-1692987.091,2348053.43,10.50145304,176.9917126
8:07:00 AM,-12457796.89,-1888177.615,2076290.421,9.259721026,177.6081649
8:08:00 AM,-12469432.17,-2082067.115,1803096.77,8.015862291,178.2185447
8:09:00 AM,-12472475.54,-2274521.993,1528660.719,6.770177688,178.8237054
8:10:00 AM,-12466924.92,-2465409.64,1253171.364,5.522961831,179.4244854
8:11:00 AM,-12452784.11,-2654598.529,976818.5269,4.274504126,-179.9782901
8:12:00 AM,-12430062.88,-2841958.301,699792.6257,3.025089775,-179.3838061
8:13:00 AM,-12398776.88,-3027359.858,422284.5414,1.775000752,-178.7912555
8:14:00 AM,-12358947.65,-3210675.451,144485.4874,0.524516763,-178.1998372
8:15:00 AM,-12310602.65,-3391778.77,-133413.1226,-0.726083811,-177.6087532
8:16:00 AM,-12253775.19,-3570545.027,-411219.8059,-1.97652298,-177.0172064
8:17:00 AM,-12188504.43,-3746851.046,-688743.1435,-3.226522215,-176.4243985
8:18:00 AM,-12114835.32,-3920575.345,-965791.9115,-4.475801507,-175.8295275
8:19:00 AM,-12032818.65,-4091598.223,-1242175.213,-5.724078427,-175.2317852
8:20:00 AM,-11942510.92,-4259801.837,-1517702.61,-6.971067161,-174.6303553
8:21:00 AM,-11843974.36,-4425070.289,-1792184.253,-8.216477535,-174.0244103
8:22:00 AM,-11737276.85,-4587289.703,-2065431.014,-9.460013997,-173.41311
8:23:00 AM,-11622491.93,-4746348.304,-2337254.617,-10.70137458,-172.7955979
8:24:00 AM,-11499698.68,-4902136.495,-2607467.764,-11.94024983,-172.1709997
8:25:00 AM,-11368981.7,-5054546.932,-2875884.27,-13.17632165,-171.5384202
8:26:00 AM,-11230431.08,-5203474.598,-3142319.184,-14.40926213,-170.8969407
8:27:00 AM,-11084142.27,-5348816.877,-3406588.923,-15.63873231,-170.2456165
8:28:00 AM,-10930216.08,-5490473.622,-3668511.397,-16.86438086,-169.5834739
8:29:00 AM,-10768758.56,-5628347.226,-3927906.129,-18.08584267,-168.9095076
8:30:00 AM,-10599880.97,-5762342.69,-4184594.388,-19.30273741,-168.2226775
8:31:00 AM,-10423699.66,-5892367.686,-4438399.306,-20.51466793,-167.5219064
8:32:00 AM,-10240336.04,-6018332.622,-4689146.002,-21.72121862,-166.8060761
8:33:00 AM,-10049916.45,-6140150.703,-4936661.702,-22.92195357,-166.0740252
8:34:00 AM,-9852572.087,-6257737.992,-5180775.859,-24.11641475,-165.3245455
8:35:00 AM,-9648438.939,-6371013.466,-5421320.269,-25.3041199,-164.5563793
8:36:00 AM,-9437657.658,-6479899.076,-5658129.188,-26.48456044,-163.7682162
8:37:00 AM,-9220373.48,-6584319.794,-5891039.445,-27.65719906,-162.9586905
8:38:00 AM,-8996736.122,-6684203.672,-6119890.557,-28.82146735,-162.126378
8:39:00 AM,-8766899.678,-6779481.885,-6344524.837,-29.97676312,-161.2697936
8:40:00 AM,-8531022.515,-6870088.782,-6564787.504,-31.12244758,-160.3873892
8:41:00 AM,-8289267.16,-6955961.934,-6780526.788,-32.25784247,-159.4775516
8:42:00 AM,-8041800.193,-7037042.168,-6991594.037,-33.38222683,-158.5386014
8:43:00 AM,-7788792.126,-7113273.62,-7197843.818,-34.49483376,-157.5687919
8:44:00 AM,-7530417.291,-7184603.761,-7399134.018,-35.594847,-156.5663096
8:45:00 AM,-7266853.72,-7250983.444,-7595325.939,-36.68139726,-155.5292753
8:46:00 AM,-6998283.016,-7312366.929,-7786284.398,-37.75355864,-154.4557466
8:47:00 AM,-6724890.235,-7368711.922,-7971877.817,-38.81034473,-153.3437222
8:48:00 AM,-6446863.755,-7419979.599,-8151978.317,-39.85070492,-152.1911481
8:49:00 AM,-6164395.146,-7466134.634,-8326461.801,-40.87352053,-150.9959259
8:50:00 AM,-5877679.039,-7507145.224,-8495208.043,-41.87760123,-149.755924
8:51:00 AM,-5586912.994,-7542983.113,-8658100.771,-42.86168152,-148.4689925
8:52:00 AM,-5292297.358,-7573623.606,-8815027.746,-43.82441768,-147.1329813
8:53:00 AM,-4994035.132,-7599045.59,-8965880.839,-44.76438515,-145.7457626
8:54:00 AM,-4692331.83,-7619231.55,-9110556.107,-45.68007661,-144.3052588
8:55:00 AM,-4387395.337,-7634167.577,-9248953.863,-46.569901,-142.8094747
8:56:00 AM,-4079435.766,-7643843.378,-9380978.747,-47.43218363,-141.2565368
8:57:00 AM,-3768665.312,-7648252.287,-9506539.787,-48.26516781,-139.6447377
8:58:00 AM,-3455298.108,-7647391.265,-9625550.468,-49.06701822,-137.9725871
8:59:00 AM,-3139550.075,-7641260.908,-9737928.787,-49.83582638,-136.2388687
9:00:00 AM,-2821638.775,-7629865.437,-9843597.312,-50.56961854,-134.4427031
9:01:00 AM,-2501783.261,-7613212.705,-9942483.232,-51.26636642,-132.5836144
9:02:00 AM,-2180203.926,-7591314.187,-10034518.41,-51.92400096,-130.6616008
9:03:00 AM,-1857122.349,-7564184.972,-10119639.43,-52.5404294,-128.6772047
9:04:00 AM,-1532761.145,-7531843.752,-10197787.65,-53.11355582,-126.631582
9:05:00 AM,-1207343.813,-7494312.811,-10268909.21,-53.64130509,-124.5265648
9:06:00 AM,-881094.5753,-7451618.011,-10332955.11,-54.12165001,-122.3647148
9:07:00 AM,-554238.2309,-7403788.769,-10389881.22,-54.55264128,-120.1493623
9:08:00 AM,-226999.9958,-7350858.041,-10439648.32,-54.9324396,-117.884627
9:09:00 AM,100394.6507,-7292862.299,-10482222.11,-55.25934899,-115.5754148
9:10:00 AM,427720.1216,-7229841.504,-10517573.26,-55.53185014,-113.2273895
9:11:00 AM,754750.8775,-7161839.079,-10545677.41,-55.74863256,-110.8469156
9:12:00 AM,1081261.582,-7088901.881,-10566515.2,-55.90862394,-108.4409712
9:13:00 AM,1407027.257,-7011080.166,-10580072.27,-56.01101546,-106.0170358
9:14:00 AM,1731823.438,-6928427.557,-10586339.27,-56.05528153,-103.5829522
9:15:00 AM,2055426.328,-6841001.003,-10585311.89,-56.04119297,-101.1467721
9:16:00 AM,2377612.953,-6748860.745,-10576990.84,-55.96882286,-98.71659083
9:17:00 AM,2698161.315,-6652070.272,-10561381.85,-55.83854463,-96.30037944
9:18:00 AM,3016850.543,-6550696.275,-10538495.68,-55.65102268,-93.90582371
9:19:00 AM,3333461.049,-6444808.604,-10508348.09,-55.40719583,-91.54017689
9:20:00 AM,3647774.676,-6334480.221,-10470959.85,-55.10825482,-89.21013352
9:21:00 AM,3959574.851,-6219787.146,-10426356.74,-54.7556148,-86.92172873
9:22:00 AM,4268646.732,-6100808.406,-10374569.48,-54.35088448,-84.68026596
9:23:00 AM,4574777.356,-5977625.983,-10315633.75,-53.89583321,-82.49027352
9:24:00 AM,4877755.789,-5850324.753,-10249590.17,-53.3923575,-80.35548882
9:25:00 AM,5177373.267,-5718992.432,-10176484.25,-52.84244814,-78.27886739
9:26:00 AM,5473423.342,-5583719.513,-10096366.34,-52.24815905,-76.2626129
9:27:00 AM,5765702.026,-5444599.203,-10009291.67,-51.61157859,-74.30822366
9:28:00 AM,6054007.926,-5301727.362,-9915320.217,-50.93480395,-72.41655116
9:29:00 AM,6338142.39,-5155202.434,-9814516.743,-50.21991878,-70.58786633
9:30:00 AM,6617909.638,-5005125.38,-9706950.703,-49.46897439,-68.82192966
9:31:00 AM,6893116.901,-4851599.609,-9592696.213,-48.68397426,-67.11806187
9:32:00 AM,7163574.549,-4694730.905,-9471831.998,-47.8668618,-65.47521283
9:33:00 AM,7429096.229,-4534627.357,-9344441.34,-47.01951099,-63.89202653
9:34:00 AM,7689498.985,-4371399.282,-9210612.014,-46.14371975,-62.36690111
9:35:00 AM,7944603.391,-4205159.151,-9070436.234,-45.24120549,-60.89804294
9:36:00 AM,8194233.67,-4036021.509,-8924010.586,-44.31360263,-59.48351464
9:37:00 AM,8438217.817,-3864102.898,-8771435.964,-43.36246177,-58.12127679
9:38:00 AM,8676387.719,-3689521.776,-8612817.496,-42.38925007,-56.80922377
9:39:00 AM,8908579.267,-3512398.437,-8448264.476,-41.39535281,-55.54521392
9:40:00 AM,9134632.473,-3332854.925,-8277890.289,-40.38207557,-54.32709463
9:41:00 AM,9354391.577,-3151014.952,-8101812.328,-39.35064716,-53.15272282
9:42:00 AM,9567705.158,-2967003.813,-7920151.916,-38.30222288,-52.0199814
9:43:00 AM,9774426.235,-2780948.297,-7733034.226,-37.23788809,-50.92679209
9:44:00 AM,9974412.369,-2592976.605,-7540588.188,-36.15866194,-49.8711254
9:45:00 AM,10167525.76,-2403218.256,-7342946.404,-35.06550114,-48.85100785
9:46:00 AM,10353633.35,-2211804,-7140245.057,-33.95930382,-47.86452716
9:47:00 AM,10532606.9,-2018865.729,-6932623.817,-32.84091319,-46.90983561
9:48:00 AM,10704323.1,-1824536.384,-6720225.74,-31.71112128,-45.98515187
9:49:00 AM,10868663.62,-1628949.866,-6503197.179,-30.57067236,-45.08876177
9:50:00 AM,11025515.22,-1432240.941,-6281687.673,-29.42026639,-44.21901792
9:51:00 AM,11174769.84,-1234545.149,-6055849.85,-28.26056221,-43.37433876
9:52:00 AM,11316324.62,-1035998.709,-5825839.322,-27.09218057,-42.55320689
9:53:00 AM,11450082.03,-836738.4274,-5591814.574,-25.91570702,-41.75416699
9:54:00 AM,11575949.92,-636901.6021,-5353936.859,-24.73169464,-40.97582336
9:55:00 AM,11693841.54,-436625.928,-5112370.081,-23.54066657,-40.21683732
9:56:00 AM,11803675.67,-236049.4024,-4867280.691,-22.34311842,-39.47592429
9:57:00 AM,11905376.63,-35310.22994,-4618837.564,-21.13952047,-38.75185085
9:58:00 AM,11998874.35,165453.2726,-4367211.885,-19.93031985,-38.04343178
9:59:00 AM,12084104.39,366102.7716,-4112577.036,-18.71594242,-37.34952694
10:00:00 AM,12161008.04,566500.0122,-3855108.468,-17.49679468,-36.66903828
10:01:00 AM,12229532.3,766506.9133,-3594983.587,-16.27326546,-36.00090682
10:02:00 AM,12289629.95,965985.6626,-3332381.628,-15.04572754,-35.34410968
10:03:00 AM,12341259.6,1164798.812,-3067483.535,-13.81453921,-34.69765716
10:04:00 AM,12384385.66,1362809.372,-2800471.832,-12.58004565,-34.06058992
10:05:00 AM,12418978.42,1559880.905,-2531530.5,-11.34258034,-33.43197613
10:06:00 AM,12445014.04,1755877.622,-2260844.849,-10.10246629,-32.81090878
10:07:00 AM,12462474.58,1950664.475,-1988601.392,-8.860017291,-32.19650302
10:08:00 AM,12471348.01,2144107.247,-1714987.714,-7.615539038,-31.58789354
10:09:00 AM,12471628.22,2336072.649,-1440192.347,-6.369330272,-30.98423201
10:10:00 AM,12463315.02,2526428.411,-1164404.633,-5.12168382,-30.38468464
10:11:00 AM,12446414.13,2715043.37,-887814.6015,-3.872887628,-29.78842964
10:12:00 AM,12420937.2,2901787.563,-610612.8325,-2.623225754,-29.19465491
10:13:00 AM,12386901.78,3086532.316,-332990.3286,-1.37297934,-28.60255556
10:14:00 AM,12344331.32,3269150.334,-55138.38193,-0.122427565,-28.01133164
10:15:00 AM,12293255.17,3449515.786,222751.5571,1.12815142,-27.42018572
10:16:00 AM,12233708.5,3627504.393,500488.012,2.378479552,-26.82832064
10:17:00 AM,12165732.35,3802993.515,777879.6121,3.628277929,-26.2349371
10:18:00 AM,12089373.56,3975862.233,1054735.224,4.877265867,-25.63923139
10:19:00 AM,12004684.74,4145991.434,1330864.085,6.125159955,-25.04039297
10:20:00 AM,11911724.25,4313263.894,1606075.93,7.371673085,-24.43760217
10:21:00 AM,11810556.14,4477564.353,1880181.13,8.616513465,-23.83002773
10:22:00 AM,11701250.12,4638779.605,2152990.815,9.859383598,-23.21682436
10:23:00 AM,11583881.5,4796798.565,2424317.009,11.09997923,-22.59713027
10:24:00 AM,11458531.15,4951512.353,2693972.758,12.33798825,-21.97006465
10:25:00 AM,11325285.45,5102814.365,2961772.261,13.57308953,-21.33472502
10:26:00 AM,11184236.21,5250600.348,3227530.992,14.80495177,-20.69018465
10:27:00 AM,11035480.62,5394768.472,3491065.834,16.03323216,-20.03548977
10:28:00 AM,10879121.17,5535219.4,3752195.202,17.2575751,-19.36965687
10:29:00 AM,10715265.6,5671856.357,4010739.169,18.47761076,-18.69166978
10:30:00 AM,10544026.81,5804585.193,4266519.587,19.69295357,-18.00047683
10:31:00 AM,10365522.8,5933314.455,4519360.214,20.90320063,-17.29498784
10:32:00 AM,10179876.55,6057955.442,4769086.835,22.10793001,-16.57407118
10:33:00 AM,9987215.996,6178422.273,5015527.377,23.30669889,-15.83655067
10:34:00 AM,9787673.876,6294631.942,5258512.034,24.49904169,-15.08120257
10:35:00 AM,9581387.685,6406504.375,5497873.382,25.68446793,-14.30675256
10:36:00 AM,9368499.562,6513962.488,5733446.49,26.86246004,-13.51187277
10:37:00 AM,9149156.195,6616932.24,5965069.04,28.03247101,-12.69517889
10:38:00 AM,8923508.719,6715342.679,6192581.436,29.19392184,-11.85522747
10:39:00 AM,8691712.614,6809125.997,6415826.914,30.34619889,-10.99051343
10:40:00 AM,8453927.596,6898217.575,6634651.648,31.48865103,-10.09946793
10:41:00 AM,8210317.508,6982556.024,6848904.861,32.6205866,-9.180456572
10:42:00 AM,7961050.205,7062083.233,7058438.924,33.74127024,-8.231778299
10:43:00 AM,7706297.444,7136744.404,7263109.46,34.84991957,-7.251664921
10:44:00 AM,7446234.757,7206488.092,7462775.444,35.94570167,-6.238281601
10:45:00 AM,7181041.337,7271266.243,7657299.298,37.02772946,-5.189728485
10:46:00 AM,6910899.913,7331034.221,7846546.988,38.09505799,-4.10404374
10:47:00 AM,6635996.623,7385750.844,8030388.116,39.14668065,-2.979208326
10:48:00 AM,6356520.884,7435378.41,8208696.008,40.18152532,-1.813152845
10:49:00 AM,6072665.265,7479882.725,8381347.803,41.1984507,-0.603766879
10:50:00 AM,5784625.355,7519233.122,8548224.539,42.19624263,0.651088741
10:51:00 AM,5492599.623,7553402.487,8709211.23,43.17361079,1.953566232
10:52:00 AM,5196789.286,7582367.278,8864196.95,44.12918574,3.305811216
10:53:00 AM,4897398.168,7606107.536,9013074.91,45.06151646,4.709938585
10:54:00 AM,4594632.56,7624606.904,9155742.526,45.96906878,6.168003349
10:55:00 AM,4288701.08,7637852.633,9292101.495,46.85022466,7.681965972
10:56:00 AM,3979814.525,7645835.599,9422057.861,47.70328279,9.253651797
10:57:00 AM,3668185.731,7648550.3,9545522.079,48.52646075,10.88470431
10:58:00 AM,3354029.42,7645994.865,9662409.077,49.31789898,12.57653219
10:59:00 AM,3037562.058,7638171.055,9772638.317,50.07566703,14.33025045
11:00:00 AM,2719001.703,7625084.262,9876133.845,50.79777231,16.14661627
11:01:00 AM,2398567.855,7606743.503,9972824.351,51.48217177,18.02596083
11:02:00 AM,2076481.304,7583161.414,10062643.21,52.1267867,19.96811871
11:03:00 AM,1752963.981,7554354.246,10145528.53,52.72952092,21.97235747
11:04:00 AM,1428238.8,7520341.846,10221423.21,53.28828243,24.03731034
11:05:00 AM,1102529.51,7481147.652,10290274.95,53.80100839,26.16091587
11:06:00 AM,776060.5354,7436798.669,10352036.3,54.26569327,28.34036868
11:07:00 AM,449056.8267,7387325.455,10406664.72,54.68041955,30.57208586
11:08:00 AM,121743.7011,7332762.1,10454122.56,55.04339035,32.85169352
11:09:00 AM,-205653.3103,7273146.199,10494377.12,55.3529629,35.17403749
11:10:00 AM,-532908.619,7208518.829,10527400.66,55.6076816,37.5332211
11:11:00 AM,-859796.7339,7138924.523,10553170.44,55.80630952,39.92267186
11:12:00 AM,-1186092.417,7064411.232,10571668.68,55.94785654,42.3352367
11:13:00 AM,-1511570.838,6985030.299,10582882.66,56.03160306,44.76330356
11:14:00 AM,-1836007.731,6900836.421,10586804.63,56.05711768,47.19894481
11:15:00 AM,-2159179.546,6811887.61,10583431.9,56.02426814,49.63407643
11:16:00 AM,-2480863.606,6718245.156,10572766.8,55.93322465,52.06062492
11:17:00 AM,-2800838.259,6619973.58,10554816.67,55.78445559,54.47069386
11:18:00 AM,-3118883.031,6517140.597,10529593.87,55.57871569,56.85672141
11:19:00 AM,-3434778.776,6409817.062,10497115.79,55.31702751,59.21162131
11:20:00 AM,-3748307.83,6298076.925,10457404.81,55.0006571,61.5289014
11:21:00 AM,-4059254.162,6181997.179,10410488.29,54.63108535,63.80275529
11:22:00 AM,-4367403.516,6061657.807,10356398.56,54.20997628,66.02812541
11:23:00 AM,-4672543.567,5937141.727,10295172.88,53.73914375,68.20073727
11:24:00 AM,-4974464.062,5808534.736,10226853.45,53.22051811,70.31710693
11:25:00 AM,-5272956.967,5675925.449,10151487.34,52.65611373,72.37452474
11:26:00 AM,-5567816.608,5539405.238,10069126.47,52.04799861,74.37101956
11:27:00 AM,-5858839.816,5399068.172,9979827.598,51.39826659,76.3053079
11:28:00 AM,-6145826.066,5255010.946,9883652.256,50.70901275,78.17673239
11:29:00 AM,-6428577.614,5107332.823,9780666.71,49.98231226,79.98519396
11:30:00 AM,-6706899.633,4956135.557,9670941.922,49.22020258,81.73108118
11:31:00 AM,-6980600.348,4801523.33,9554553.495,48.42466904,83.41519993
11:32:00 AM,-7249491.171,4643602.676,9431581.625,47.59763363,85.03870554
11:33:00 AM,-7513386.825,4482482.406,9302111.046,46.74094649,86.60303934
11:34:00 AM,-7772105.475,4318273.539,9166230.966,45.85638003,88.10987047
11:35:00 AM,-8025468.857,4151089.221,9024035.012,44.94562516,89.5610437
11:36:00 AM,-8273302.392,3981044.649,8875621.163,44.01028939,90.95853348
11:37:00 AM,-8515435.314,3808256.989,8721091.681,43.05189637,92.30440414
11:38:00 AM,-8751700.785,3632845.298,8560553.043,42.07188675,93.60077593
11:39:00 AM,-8981936.009,3454930.442,8394115.866,41.07161988,94.84979653
11:40:00 AM,-9205982.345,3274635.01,8221894.831,40.05237635,96.05361751
11:41:00 AM,-9423685.418,3092083.233,8044008.604,39.01536094,97.2143752
11:42:00 AM,-9634895.22,2907400.896,7860579.757,37.96170608,98.33417549
11:43:00 AM,-9839466.222,2720715.252,7671734.679,36.89247542,99.41508189
11:44:00 AM,-10037257.47,2532154.933,7477603.49,35.80866762,100.4591066
11:45:00 AM,-10228132.67,2341849.866,7278319.954,34.71122015,101.4682038
11:46:00 AM,-10411960.3,2149931.178,7074021.385,33.60101307,102.4442655
11:47:00 AM,-10588613.71,1956531.106,6864848.553,32.47887275,103.389118
11:48:00 AM,-10757971.17,1761782.913,6650945.585,31.34557548,104.3045211
11:49:00 AM,-10919915.99,1565820.785,6432459.868,30.20185093,105.1921676
11:50:00 AM,-11074336.59,1368779.748,6209541.948,29.0483855,106.0536833
11:51:00 AM,-11221126.55,1170795.572,5982345.422,27.88582544,106.8906292
11:52:00 AM,-11360184.74,972004.6735,5751026.838,26.71477989,107.7045024
11:53:00 AM,-11491415.33,772544.0279,5515745.583,25.53582367,108.4967387
11:54:00 AM,-11614727.92,572551.0708,5276663.774,24.34949997,109.2687152
